"V1" "V2" "V3"
"2206" 47 4 6.082763
"2207" 47 5 6
"2208" 47 6 6.082763
"2209" 47 7 6.324555
"2210" 47 8 6.403124
"2211" 47 9 5.830952
"2212" 47 10 5.385165
"2213" 47 11 5.09902
"2214" 47 12 5
"2215" 47 13 5.09902
"2216" 47 14 5.385165
"2217" 47 15 5.656854
"2218" 47 16 5
"2219" 47 17 4.472136
"2220" 47 18 4.123106
"2221" 47 19 4
"2222" 47 20 4.123106
"2223" 47 21 4.472136
"2224" 47 22 5
"2225" 47 23 4.242641
"2226" 47 24 3.605551
"2227" 47 25 3.162278
"2228" 47 26 3
"2229" 47 27 3.162278
"2230" 47 28 3.605551
"2231" 47 29 4.472136
"2232" 47 30 3.605551
"2233" 47 31 2.828427
"2234" 47 32 2.236068
"2235" 47 33 2
"2236" 47 34 2.236068
"2237" 47 35 2.828427
"2238" 47 36 4.123106
"2239" 47 37 3.162278
"2240" 47 38 2.236068
"2241" 47 39 1.414214
"2242" 47 40 1
"2243" 47 41 1.414214
"2244" 47 42 2.236068
"2245" 47 43 4
"2246" 47 44 3
"2247" 47 45 2
"2248" 47 46 1
"2249" 47 48 1
"2250" 47 49 2
"2251" 48 1 7.81025
"2252" 48 2 7.211103
"2253" 48 3 6.708204
"2254" 48 4 6.324555
"2255" 48 5 6.082763
"2256" 48 6 6
"2257" 48 7 6.082763
"2258" 48 8 7.071068
"2259" 48 9 6.403124
"2260" 48 10 5.830952
"2261" 48 11 5.385165
"2262" 48 12 5.09902
"2263" 48 13 5
"2264" 48 14 5.09902
"2265" 48 15 6.403124
"2266" 48 16 5.656854
"2267" 48 17 5
"2268" 48 18 4.472136
"2269" 48 19 4.123106
"2270" 48 20 4
"2271" 48 21 4.123106
"2272" 48 22 5.830952
"2273" 48 23 5
"2274" 48 24 4.242641
"2275" 48 25 3.605551
"2276" 48 26 3.162278
"2277" 48 27 3
"2278" 48 28 3.162278
"2279" 48 29 5.385165
"2280" 48 30 4.472136
"2281" 48 31 3.605551
"2282" 48 32 2.828427
"2283" 48 33 2.236068
"2284" 48 34 2
"2285" 48 35 2.236068
"2286" 48 36 5.09902
"2287" 48 37 4.123106
"2288" 48 38 3.162278
"2289" 48 39 2.236068
"2290" 48 40 1.414214
"2291" 48 41 1
"2292" 48 42 1.414214
"2293" 48 43 5
"2294" 48 44 4
"2295" 48 45 3
"2296" 48 46 2
"2297" 48 47 1
"2298" 48 49 1
"2299" 49 1 8.485281
"2300" 49 2 7.81025
"2301" 49 3 7.211103
"2302" 49 4 6.708204
"2303" 49 5 6.324555
"2304" 49 6 6.082763
"2305" 49 7 6
"2306" 49 8 7.81025
"2307" 49 9 7.071068
"2308" 49 10 6.403124
"2309" 49 11 5.830952
"2310" 49 12 5.385165
"2311" 49 13 5.09902
"2312" 49 14 5
"2313" 49 15 7.211103
"2314" 49 16 6.403124
"2315" 49 17 5.656854
"2316" 49 18 5
"2317" 49 19 4.472136
"2318" 49 20 4.123106
"2319" 49 21 4
"2320" 49 22 6.708204
"2321" 49 23 5.830952
"2322" 49 24 5
"2323" 49 25 4.242641
"2324" 49 26 3.605551
"2325" 49 27 3.162278
"2326" 49 28 3
"2327" 49 29 6.324555
"2328" 49 30 5.385165
"2329" 49 31 4.472136
"2330" 49 32 3.605551
"2331" 49 33 2.828427
"2332" 49 34 2.236068
"2333" 49 35 2
"2334" 49 36 6.082763
"2335" 49 37 5.09902
"2336" 49 38 4.123106
"2337" 49 39 3.162278
"2338" 49 40 2.236068
"2339" 49 41 1.414214
"2340" 49 42 1
"2341" 49 43 6
"2342" 49 44 5
"2343" 49 45 4
"2344" 49 46 3
"2345" 49 47 2
"2346" 49 48 1
